Day,Compost 1-Inside-Heating - kWh,Compost 1-Inside-Heating - w,Compost 1-Lower-Moisture,Compost 1-Lower-Temperature,Compost 1-Middle-Moisture,Compost 1-Middle-Temperature,Compost 1-Upper-Moisture,Compost 1-Upper-Temperature,Compost 2-Inside-Heating - kWh,Compost 2-Inside-Heating - w,Compost 2-Lower-Moisture,Compost 2-Lower-Temperature,Compost 2-Middle-Moisture,Compost 2-Middle-Temperature,Compost 2-Upper-Moisture,Compost 2-Upper-Temperature,Growing-18E0-Moisture,Growing-18E0-Temperature,Growing-4B21-Moisture,Growing-4B21-Temperature,Growing-5D20-Moisture,Growing-5D20-Temperature,Growing-E43B-Moisture,Growing-E43B-Temperature,Growing-R9A5E-Moisture,Growing-R9A5E-Temperature,Growing-Sensor 01-Moisture,Growing-Sensor 02-Moisture,Growing-Sensor 03-Moisture,Growing-Sensor 04-Moisture,Growing-Sensor 05-Moisture,Growing-Sensor 06-Moisture,Growing-Sensor 07-Moisture,Growing-Sensor 08-Moisture,Growing-Sensor 09-Moisture,Growing-Sensor 10-Moisture,Growing-Sensor 11-Moisture,Growing-Sensor 12-Moisture,Outside-Outside-Moisture,Outside-Outside-Temperature,Shed-Shed-Moisture,Shed-Shed-Temperature
2025-11-28,0.5,31.3,0.0,27.8,0.0,31.4,0.0,33.2,1.0,40.3,0.0,12.9,3.0,16.9,0.0,18.9,,,89.5,15.4,,,56.7,17.0,51.3,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.8,0.3,91.1,0.6
2025-11-29,0.5,30.9,0.0,29.6,0.0,33.2,0.0,35.0,0.9,39.4,0.0,14.2,3.4,17.8,0.0,19.7,,,89.3,15.3,,,62.9,16.8,52.5,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.8,2.8,91.5,3.0
2025-11-30,0.5,33.8,0.0,27.8,0.0,31.6,0.0,33.4,1.0,40.2,0.0,12.4,2.8,16.7,0.0,18.8,,,90.1,15.4,,,64.5,16.8,53.3,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.3,-1.7,87.5,-1.5
2025-12-01,0.6,39.9,0.0,24.7,0.0,28.6,0.0,30.6,1.0,41.6,0.0,10.3,2.6,15.3,0.0,17.5,,,73.4,16.3,,,56.5,18.1,51.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.2,-4.8,89.0,-4.5
2025-12-02,0.7,42.3,0.0,21.0,0.0,25.2,0.0,27.3,1.0,43.4,0.0,7.5,2.0,13.3,0.0,15.7,,,60.1,17.7,,,49.3,19.5,45.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.3,-10.3,86.3,-10.1
2025-12-03,0.5,31.5,0.0,27.8,0.0,31.5,0.0,33.4,1.0,40.4,0.0,13.1,2.7,17.1,0.0,19.1,,,69.0,17.0,,,57.4,18.8,48.6,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.9,1.0,92.1,1.3
2025-12-04,0.5,31.8,0.0,28.8,0.0,32.5,0.0,34.3,0.9,39.9,0.0,13.5,2.8,17.4,0.0,19.4,,,67.9,17.2,,,57.3,18.9,48.1,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,1.0,92.0,1.3
2025-12-05,0.5,33.8,0.0,27.3,0.0,31.0,0.0,32.9,1.0,40.5,0.0,12.3,2.7,16.7,0.0,18.6,,,63.7,17.3,,,54.1,18.9,44.5,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4,-1.6,91.0,-1.4
2025-12-06,0.5,34.3,0.0,27.1,0.0,30.8,0.0,32.8,1.0,40.7,0.0,12.3,2.6,16.7,0.0,18.6,,,73.7,17.1,,,61.5,18.9,46.2,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,-1.4,91.5,-1.1
2025-12-07,0.6,36.8,0.0,25.7,0.0,29.6,0.0,31.5,1.0,41.3,0.0,11.2,2.7,15.9,0.0,18.0,,,72.8,16.9,,,61.4,18.8,46.4,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.2,-3.8,88.4,-3.5
2025-12-08,0.6,36.6,0.0,24.9,0.0,28.8,0.0,30.8,1.0,41.6,0.0,10.7,2.6,15.6,0.0,17.7,,,60.6,17.3,,,52.0,19.0,45.4,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.9,-4.7,88.6,-4.3
2025-12-09,0.6,37.6,0.0,24.8,0.0,28.6,0.0,30.6,1.0,41.6,0.0,10.6,2.4,15.5,0.0,17.6,,,59.7,17.3,,,51.3,19.0,46.6,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.4,-4.9,88.9,-4.6
2025-12-10,0.6,35.8,0.0,25.6,0.0,29.4,0.0,31.3,1.0,41.2,0.0,11.4,2.3,15.9,0.0,18.0,,,61.0,17.4,,,52.4,19.1,47.6,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.3,-3.4,89.7,-3.1
2025-12-11,0.6,39.6,0.0,23.9,0.0,27.9,0.0,29.9,1.0,41.8,0.0,10.1,2.3,15.1,0.0,17.3,,,58.7,17.5,,,50.9,19.0,47.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.3,-6.7,86.3,-6.4
2025-12-12,0.8,46.8,0.0,20.3,0.0,24.6,0.0,26.6,1.1,45.3,0.0,4.6,1.1,11.1,0.0,13.8,,,46.5,18.4,,,41.8,19.9,41.7,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.5,-18.0,82.2,-17.6
2025-12-13,0.9,52.8,0.0,0.0,0.0,0.0,0.0,0.0,1.1,47.8,0.0,1.3,0.2,8.6,0.0,11.8,,,52.2,19.9,,,42.3,22.2,38.4,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,-22.3,80.1,-21.9
2025-12-14,0.7,42.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,0.0,8.1,1.9,13.8,0.0,16.0,,,67.8,19.9,,,54.1,22.4,46.5,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.1,-8.7,86.7,-8.5
2025-12-15,0.6,37.9,0.0,24.6,0.0,28.6,0.0,30.5,1.0,41.9,0.0,10.8,2.7,15.5,0.0,17.6,,,56.6,20.2,,,47.2,22.2,44.4,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.4,-4.5,88.8,-4.1
2025-12-16,0.6,35.7,0.0,23.9,0.0,27.7,0.0,29.7,1.0,41.5,0.0,11.1,2.3,15.7,0.0,17.9,,,54.5,20.7,,,45.8,22.4,43.6,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5,-4.8,89.3,-4.3
2025-12-17,0.5,33.0,0.0,26.5,0.0,30.2,0.0,32.0,1.0,40.9,0.0,12.6,2.6,16.5,0.0,18.8,,,55.8,20.9,,,47.0,22.5,44.3,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.5,-1.2,92.0,-0.7
2025-12-18,0.5,33.1,0.0,26.7,0.0,30.4,0.0,32.2,1.0,40.7,0.0,12.6,2.5,16.7,0.0,18.8,,,54.2,20.9,,,45.8,22.5,44.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.2,-1.7,90.9,-1.3
2025-12-19,0.5,33.0,0.0,27.9,0.0,31.4,0.0,33.2,1.0,40.2,0.0,13.7,2.4,17.4,0.0,19.4,,,55.3,21.3,,,46.5,23.0,44.2,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.5,92.1,0.8
2025-12-20,0.5,30.6,0.0,28.5,0.0,32.1,0.0,33.9,0.9,39.8,0.0,14.1,2.5,17.7,0.0,19.7,,,66.8,21.9,,,54.9,23.7,48.4,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,1.0,92.0,1.3
2025-12-21,0.6,35.0,0.0,25.7,0.0,29.4,0.0,31.2,1.0,41.1,0.0,12.0,2.4,16.3,0.0,18.3,,,66.8,22.0,,,54.9,23.9,49.1,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.6,-3.7,89.9,-3.4
2025-12-22,0.7,43.3,0.0,19.8,0.0,24.0,0.0,26.0,1.0,43.6,0.0,7.4,1.2,13.2,0.0,15.6,,,50.1,19.8,,,42.8,22.0,42.5,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,-13.5,84.6,-13.0
2025-12-23,0.8,45.3,0.0,17.6,0.0,21.8,0.0,24.0,1.1,45.0,0.0,6.6,0.9,12.6,0.0,15.0,,,53.1,17.2,,,45.4,20.3,43.2,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.6,-13.1,85.2,-12.6
2025-12-24,0.8,41.0,0.0,17.7,0.0,21.9,0.0,24.0,1.1,44.8,0.0,6.3,1.0,12.5,0.0,14.9,,,51.4,17.4,,,44.4,19.2,43.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.7,-14.1,84.3,-13.4
2025-12-25,0.6,34.9,0.0,24.2,0.0,28.0,0.0,29.9,1.0,42.0,0.0,11.5,2.0,15.9,0.0,18.0,,,68.9,17.0,,,57.3,19.0,48.7,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.1,-3.0,88.2,-2.6
2025-12-26,0.6,37.5,0.0,24.7,0.0,28.5,0.0,30.4,1.0,41.5,0.0,11.2,1.9,15.8,0.0,17.9,,,72.0,17.0,,,59.9,18.9,49.8,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.2,-5.7,86.2,-5.2
2025-12-27,0.5,35.4,0.0,25.6,0.0,29.2,0.0,31.1,1.0,41.1,0.0,12.3,2.4,16.6,0.0,18.5,,,73.4,16.9,,,60.9,18.9,50.4,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.5,-1.3,88.9,-1.1
2025-12-28,0.6,38.4,0.0,23.8,0.0,27.6,0.0,29.5,1.0,41.8,0.0,10.8,2.0,15.5,0.0,17.6,,,73.3,17.0,,,61.0,18.9,50.8,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,-5.5,84.8,-5.1
2025-12-29,0.6,37.7,0.0,22.7,0.0,26.7,0.0,28.6,1.0,42.3,0.0,10.0,1.6,15.0,0.0,17.1,,,58.4,17.0,,,50.1,18.9,46.3,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.1,-6.8,84.8,-6.6
2025-12-30,0.7,44.7,0.0,19.0,0.0,23.2,0.0,25.2,1.0,43.8,0.0,7.1,0.9,12.9,0.0,15.3,,,52.9,17.2,,,45.7,19.0,43.4,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.7,-13.8,80.9,-13.4
2025-12-31,0.9,54.0,0.0,10.5,0.0,15.3,0.0,17.6,1.1,48.0,0.0,1.0,0.0,8.4,0.0,11.5,,,47.8,17.2,,,41.4,19.2,40.2,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.1,-24.5,77.8,-23.7
2026-01-01,0.9,52.5,0.0,11.3,0.0,16.1,0.0,18.4,1.1,47.9,0.0,1.9,0.1,9.1,0.0,12.1,,,56.1,16.8,,,47.7,19.1,43.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.1,-21.8,79.0,-21.1
2026-01-02,0.9,50.1,0.0,13.6,0.0,18.2,0.0,20.5,1.1,46.5,0.0,3.2,0.3,10.1,0.0,12.9,,,45.2,17.1,,,39.2,19.2,37.5,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,-20.7,78.6,-20.0
2026-01-03,1.0,60.0,0.0,6.5,0.0,11.7,0.0,14.2,1.2,49.9,0.0,-2.0,0.0,6.1,0.0,9.7,,,55.0,16.8,,,48.9,19.3,45.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3,-29.6,74.0,-29.0
2026-01-04,1.0,56.7,0.0,7.7,0.0,12.8,0.0,15.3,1.2,49.6,0.0,-0.8,0.0,7.1,0.0,10.5,,,56.4,16.5,,,50.0,19.2,46.4,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.4,-26.4,75.8,-25.7
2026-01-05,0.9,52.4,0.0,12.1,0.0,16.8,0.0,19.1,1.1,47.4,0.0,2.3,0.0,9.6,0.0,12.4,,,47.4,16.8,,,41.8,19.1,41.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.7,-20.9,78.0,-20.3
2026-01-06,0.9,54.8,0.0,9.6,0.0,14.5,0.0,16.9,1.2,48.6,0.0,0.4,0.0,8.0,0.0,11.2,,,53.8,16.6,,,47.0,19.1,43.6,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.4,-25.4,75.8,-24.4
2026-01-07,1.0,59.3,0.0,7.6,0.0,12.8,0.0,15.2,1.2,49.4,0.0,-1.1,0.0,6.8,0.0,10.3,,,45.9,16.8,,,41.2,19.1,41.3,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.7,-27.9,74.3,-27.3
2026-01-08,1.1,59.9,0.0,4.9,0.0,10.3,0.0,12.9,1.2,50.9,0.0,-3.1,0.0,5.3,0.0,9.1,,,42.8,16.5,,,39.3,19.3,40.7,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.9,-30.8,72.8,-30.3
2026-01-09,1.1,59.3,0.0,4.1,0.0,9.6,0.0,12.2,1.2,51.3,0.0,-3.7,0.0,4.9,0.0,8.8,,,45.7,16.4,,,42.5,19.5,47.2,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,-31.8,72.2,-31.2
2026-01-10,1.1,60.6,0.0,3.7,0.0,9.1,0.0,11.8,1.2,51.5,0.0,-3.9,0.0,4.8,0.0,8.6,,,51.0,15.8,,,45.9,19.0,48.4,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.7,-32.2,71.7,-31.5
2026-01-11,1.1,58.0,0.0,5.3,0.0,10.7,0.0,13.2,1.2,50.9,0.0,-2.6,0.0,5.8,0.0,9.4,,,52.1,15.7,,,47.0,18.8,49.2,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.2,-30.1,72.9,-29.5
2026-01-12,1.0,57.2,0.0,6.6,0.0,11.9,0.0,14.4,1.2,50.2,0.0,-1.4,0.0,6.7,0.0,10.1,,,45.8,16.1,,,42.7,18.9,47.8,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.3,-26.3,75.6,-25.9
2026-01-13,0.8,46.4,0.0,16.8,0.0,21.2,0.0,23.5,1.1,45.7,0.0,6.1,0.6,12.5,0.0,14.8,,,48.6,16.9,,,42.3,19.2,45.4,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.3,-13.8,82.7,-13.2
2026-01-14,0.8,46.4,0.0,17.7,0.0,22.0,0.0,24.2,1.1,45.1,0.0,6.2,0.4,12.6,0.0,14.9,,,46.6,17.1,,,41.7,19.1,44.6,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.3,-13.9,82.4,-13.4
2026-01-15,0.7,40.1,0.0,20.7,0.0,24.9,0.0,27.0,1.0,43.8,0.0,8.8,1.1,14.4,0.0,16.4,,,50.1,17.1,,,44.4,18.9,45.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.4,-8.7,85.5,-8.2
2026-01-16,0.6,37.0,0.0,23.3,0.0,27.2,0.0,29.2,1.0,42.4,0.0,10.7,1.5,15.6,0.0,17.6,,,52.7,17.1,,,45.9,18.8,46.3,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.5,-5.0,87.8,-4.6
2026-01-17,0.5,32.4,0.0,26.9,0.0,30.5,0.0,32.4,1.0,40.7,0.0,13.2,1.9,17.3,0.0,19.2,,,64.9,16.8,,,54.8,18.6,48.2,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4,-0.4,90.1,-0.1
2026-01-18,0.6,38.3,0.0,23.9,0.0,27.8,0.0,29.7,1.0,41.9,0.0,10.6,1.6,15.6,0.0,17.5,,,63.3,16.9,,,54.7,18.7,49.0,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.6,-7.1,87.5,-6.7
2026-01-19,0.7,41.2,0.0,20.0,0.0,24.1,0.0,26.1,1.0,43.7,0.0,8.1,0.7,13.6,0.0,15.9,,,50.8,17.1,,,44.6,18.9,45.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,-10.9,87.6,-10.4
2026-01-20,0.7,42.2,0.0,18.9,0.0,23.0,0.0,25.1,1.0,44.1,0.0,7.2,0.7,12.7,0.0,15.4,,,48.9,17.2,,,42.9,19.0,43.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.6,-13.0,85.6,-12.6
2026-01-21,0.7,43.0,0.0,19.0,0.0,23.1,0.0,25.2,1.1,44.2,0.0,7.5,0.8,12.9,0.0,15.6,,,50.0,17.2,,,43.8,19.1,44.4,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.8,-11.5,86.8,-11.0
2026-01-22,0.7,43.1,0.0,19.0,0.0,23.2,0.0,25.3,1.0,44.1,0.0,7.3,0.8,12.6,0.0,15.4,,,59.8,17.1,,,50.9,19.1,47.5,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3,-13.1,85.5,-12.5
2026-01-23,0.8,46.8,0.0,14.1,0.0,18.6,0.0,20.8,1.1,46.4,0.0,3.8,0.1,10.1,0.0,13.1,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.1,-19.7,81.9,-19.1
2026-01-24,0.9,50.3,0.0,13.1,0.0,17.6,0.0,19.9,1.1,46.9,0.0,3.2,0.0,9.8,0.0,12.8,,,53.6,16.6,,,47.4,18.6,44.5,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.3,-20.5,80.8,-19.9
2026-01-25,0.8,45.4,0.0,16.1,0.0,20.4,0.0,22.6,1.1,45.6,0.0,5.6,0.4,11.8,0.0,14.3,,,59.5,16.4,,,51.6,18.8,47.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.3,-14.8,83.7,-14.2
2026-01-26,0.8,46.2,0.0,17.9,0.0,22.1,0.0,24.3,1.1,44.6,0.0,6.5,0.6,12.7,0.0,14.9,,,49.9,16.8,,,44.2,18.7,44.9,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1,-14.4,83.1,-13.9
2026-01-27,0.8,47.9,0.0,16.1,0.0,20.4,0.0,22.6,1.1,45.4,0.0,5.3,0.3,11.8,0.0,14.1,,,46.8,18.2,,,40.6,20.2,42.4,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.4,-16.1,82.8,-15.5
2026-01-28,0.8,47.3,0.0,15.4,0.0,19.8,0.0,22.0,1.1,45.6,0.0,4.7,0.2,11.3,0.0,13.8,,,44.8,19.5,,,39.0,21.5,41.1,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.8,-18.0,81.7,-17.4
2026-01-29,0.9,49.3,0.0,13.6,0.0,18.1,0.0,20.4,1.1,46.6,0.0,3.4,0.0,10.4,0.0,13.0,,,42.3,19.3,,,36.5,21.5,38.2,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.4,-20.0,79.7,-19.3
2026-01-30,1.0,56.7,0.0,8.5,0.0,13.5,0.0,15.9,1.2,48.8,0.0,-0.4,0.0,7.3,0.0,10.5,,,42.9,19.0,,,36.9,21.3,37.4,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.4,-27.2,75.6,-26.7
2026-01-31,1.0,58.3,0.0,7.1,0.0,12.2,0.0,14.6,1.2,49.9,0.0,-1.3,0.0,6.7,0.0,10.0,,,51.5,18.3,,,43.0,21.2,41.2,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.9,-27.9,75.8,-27.4
2026-02-01,0.8,49.8,0.0,14.4,0.0,18.9,0.0,21.2,1.1,46.6,0.0,4.5,0.2,11.3,0.0,13.6,0.0,0.0,56.2,19.2,0.0,0.0,45.8,21.7,43.8,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.4,-15.8,82.4,-15.4
2026-02-02,0.7,41.7,0.0,18.9,0.0,23.1,0.0,25.3,1.1,44.4,0.0,7.4,0.7,13.4,0.0,15.5,0.0,0.0,44.9,19.7,0.0,0.0,38.2,21.9,38.9,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.6,-12.0,83.3,-11.4
2026-02-03,0.8,45.9,0.0,17.4,0.0,21.6,0.0,23.8,1.1,44.8,0.0,6.3,0.5,12.6,0.0,14.8,0.0,0.0,41.2,20.1,0.0,0.0,35.8,21.9,36.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4,-14.2,82.3,-13.5
2026-02-04,0.8,43.8,0.0,18.3,0.0,22.6,0.0,24.7,1.1,44.4,0.0,7.0,0.4,13.0,0.0,15.2,0.0,0.0,43.2,17.5,0.0,0.0,36.5,20.8,35.8,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4,-13.7,82.4,-13.1
2026-02-05,0.8,48.8,0.0,14.6,0.0,19.0,0.0,21.3,1.1,46.0,0.0,4.3,0.1,11.1,0.0,13.5,0.0,0.0,38.6,14.7,0.0,0.0,32.5,18.9,36.9,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.9,-17.8,80.2,-17.3
2026-02-06,0.7,44.2,0.0,18.6,0.0,22.8,0.0,24.9,1.1,44.4,0.0,7.4,0.5,13.4,0.0,15.4,0.0,0.0,48.2,14.0,0.0,0.0,40.2,17.9,47.1,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.4,-11.8,83.3,-11.3
2026-02-07,0.7,42.3,0.0,19.4,0.0,23.6,0.0,25.7,1.0,44.0,0.0,7.5,0.8,13.4,0.0,15.6,0.0,0.0,57.6,13.4,0.0,0.0,47.4,17.7,50.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.7,-12.5,82.9,-12.2
2026-02-08,0.8,50.9,0.0,14.8,0.0,19.2,0.0,21.5,1.1,46.0,0.0,4.5,0.2,11.2,0.0,13.6,0.0,0.0,54.1,13.6,0.0,0.0,46.3,17.7,50.2,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.4,-17.4,81.4,-16.9
2026-02-09,0.8,48.2,0.0,16.7,0.0,20.9,0.0,23.2,1.1,45.1,0.0,5.9,0.3,12.2,0.0,14.5,0.0,0.0,46.1,14.3,0.0,0.0,40.6,17.5,49.7,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.5,-15.2,81.3,-14.6
2026-02-10,0.8,46.7,0.0,14.5,0.0,19.0,0.0,21.2,1.1,45.9,0.0,4.3,0.2,11.0,0.0,13.4,0.0,0.0,49.3,13.2,0.0,0.0,42.7,17.5,50.1,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.6,-18.2,79.9,-17.6
2026-02-11,0.9,51.7,0.0,12.8,0.0,17.4,0.0,19.7,1.1,46.6,0.0,2.9,0.0,9.9,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5,-21.2,79.2,-20.7
2026-02-12,0.9,53.6,0.0,10.3,0.0,15.1,0.0,17.5,1.1,47.9,0.0,1.1,0.0,8.6,0.0,11.4,0.0,0.0,86.0,13.9,0.0,0.0,37.8,18.0,48.4,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1,-23.9,78.1,-23.4
2026-02-13,0.9,50.2,0.0,12.2,0.0,16.8,0.0,19.2,1.1,47.0,0.0,2.7,0.0,9.9,0.0,12.4,0.0,0.0,89.3,16.2,0.0,0.0,33.7,19.5,48.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5,-20.6,78.5,-20.1
2026-02-14,0.8,47.8,0.0,16.0,0.0,20.3,0.0,22.6,1.1,45.6,0.0,5.5,0.3,12.0,0.0,14.2,0.0,0.0,91.1,20.0,0.0,0.0,38.0,22.6,49.2,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.4,-15.2,81.1,-14.8
